  assume	…체하다, 생각하다
  apprehend	이해하다, 체포하다
  capture	사로잡다, 포획
  rear	기르다, 세우다
  stare	뚫어지게 보다
  confer	수여하다, 상담하다
  discard	버리다
  negotiate	교섭하다
  anticipate	예상하다
  contrive	연구해내다, 고안하다
  consent	동의(하다), 승낙(하다)
  defy	도전하다, 무시하다
  beware	조심하다
  summon	소환하다
  thrive	번영하다, 무성하다
  subdue	진입하다 완화하다
  bloom	꽃(피다)
  discriminate	구별하다
  sustain	떠받치다, 부양하다
  enforce	실시하다, 강제하다
  transact	처리하다, 거래하다
  support	지지하다, 부양하다
  cling	달라붙다, 고수하다
  entrust	위임하다
  adhere	들러붙다, 고수하다
  transmit	보내다, 전달하다
  infect	전염시키다
  wrap	싸다, 포장하다
  inflict	(형벌, 고통, 손해를) 주다
  undergo	(수술, 시험 따위를) 받다
  withstand	저항하다
  withhold	보류하다, 억제하다
  adorn	장식하다
  accumulate	쌓아 올리다, 축적하다
  lurk	숨어 있다
  provoke	화나게 하다, 도발하다
  trim	정돈하다, 손질하다
  rebuke	비난(하다)
  confirm	확인하다
  conform	일치시키다(하다)
  aspire	열망하다
  detach	떼어놓다, 파견하다
  rebel	반역하다, 반역자
  repel	쫓아버리다, 불쾌감을 주다
  annihilate	전멸시키다
  allude	언급하다, 암시하다
  sting	찌르다, (동물의) 침, 고통
  allure	유혹하다
  replace	…을 대신하다
  console	위로하다
  surmount	극복하다
  treat	다루다, 대접하다
  swell	부풀다, 부풂
  sneer	비웃다, 냉소하다
  befall	일어나다
  subside	(비, 바람 따위가) 가라앉다
  seize	붙잡다
  implore	애원하다, 탄원하다
  abandon	버리다
  deal	거래하다, 취급하다
  steer	조종하다, 나아가다
  depress	억압하다
  inhabit	…에 살다, …에 거주하다
  grant	허락하다, 주다
  muse	명상하다
  attract	끌다
  introduce	소개하다, 도입하다
  portray	그리다
  guarantee	보증하다
  regulate	규정하다, 조절하다
  presume	상상하다, 생각하다
  resume	다시 시작하다
  lure	유혹하다
  award	(심사하여) 주다, 수여하다
  multiply	증가하다, (수를) 곱하다
  spare	절약하다, 아끼다
  grudge	아까워하다
  stroll	한가롭게 거닐다
  execute	실시하다, 성취하다
  imprison	…을 감옥에 넣다
  proceed	나아가다
  recede	물러가다
  ponder	…을 깊이 생각하다
  scratch	할퀴다, 긁다
  compare	비교하다, 비유하다
  embrace	…을 껴안다
  reckon	계산하다
  throb	(심장이) 뛰다
  suppress	억압하다
  preoccupy	마음을 빼앗다, 먼저 차지하다
  salute	인사(하다), 경례
  revise	개정하다
  lessen	적어지다, 적게 하다
  beguile	속이다
  bid	명령하다, 말하다
  reap	베다, 수확하다
  concede	양보하다
  lade	싣다
  deplore	한탄하다
  precede	…에 앞서다
  banish	추방하다
  stifle	숨막히게 하다
  abound	풍부하다
  deposit	맡기다, 예금
  retain	보유하다, 간직하다
  sob	흐느껴 울다
  withdraw	물러나다, 탈퇴하다
  reprove	비난하다, 꾸짖다
  ally	동맹하다
  renounce	버리다, 부인하다
  allot	할당하다
  assign	할당하다
  vow	맹세(하다)
  vouch	보증하다
  carve	조각하다
  verify	증명하다, 확인하다
  ordain	명령하다, 운명지우다
  avenge	복수하다
  confound	혼동하다
  beckon	(손짓 따위로) 부르다
 collapse	붕괴(하다)
 mar	상하게 하다
  kneel	무릎 꿇다, 굴복하다
  pant	헐떢이다
  warrant	보증(하다)
  kindle	불을 붙이다
  uphold	지지하다, 돕다
  disdain	경멸(하다)
  prescribe	규정하다
  accompany	동반하다, (음악) 반주하다
  abide	살다, 머무르다
  divide	나누다, 분할하다
  paralyze	마비시키다
  contain	포함하다
  endow	기부하다, 주다
  guard	지키다, 조심하다
  crash	와르르 무너지다
  burst	폭발하다, 파열하다
  worry	괴롭히다, 걱정하다
  military	군대의, 육군으
  trustworthy	신뢰(신용)할 수 있는
  delicious	맛있는
  manifest	명백한, 명시하다
  gradual	점진적인
  voluntary	자발적인
  stately	위엄이 있는, 당당한
  proficient	숙달한
  tropical	열대의
  superfluous	여분의
  eminent	저명한, 뛰어난
 contrary	반대의, 반대
  feudal	봉건적인
  fertile	비옥한, 다산의
  intimate	친밀한
  primary	제일의 주요한
  enormous	막대한, 거대한
  disinterested	사심 없는, 공평한
  magnificent	웅대한, 장엄한
  similar	비슷한
  tranquil	조용한
  commonplace	평범한
  artificial	인공적인
  wretched	불쌍한, 비참한
 sovereign	최고의, 주권을 가진
  staple	주요한
  vital	생명의, 중요한
  moderate	알맞은, 중용의
  casual	우연한
  stable	안정된, 외양간
  royal	왕의, 왕위의
  tiny	몹시 작은
  sufficient	충분한
  tidy	단정한
  acute	날카로운
  subjective	주관적인
  ripe	익은
  arctic	북극의
  parallel	평행의, 유사한
  brief	짧은, 간결한
  slight	적은, 하찮은
  inevitable	피할 수 없는
  perpetual	영원한, 끊임없는
  reckless	무모한
  vast	막대한
  immense	막대한
  tremendous	엄청난, 무서운
  innocent	순결한, 결백한
  divine	신성한, 비범한
  tedious	지루한
  domestic	가정의, 국내의
  huge	거대한, 막대한
  colloquial	구어(체)의
  vacant	텅 빈, 멍한
  reluctant	마음이 내키지 않는
  sceptical	회의적인
  awkward	어색한, 귀찮은
  scanty	부족한
  inherent	타고난, 고유의
  extravagant	사치스러운, 터무니없는
  aware	알고 있는
  ignoble	천한, 비열한
  shy	수줍어하는
  frank	솔직한
  spontaneous	자발적인, 자연적인
  visible	눈에 보이는
  inferior	보다 열등한
  ashamed	부끄러워하는
  capable	…할 수 있는, 유능한
  keen	날카로운
  exact	정확한
  utmost	최고(의), 최대(의)
  dumb	벙어리의
  fierce	사나운, 맹렬한
  faint	희미한, 약한
  affirmative	긍정적인
  guilty	유죄의
  firm	견고한, 단호한
  diverse	다양한, 다른
  plain	명백한, 검소한
  stupid	어리석은
  fatal	숙명적인, 치명적인
  fluent	유창한
  tolerable	참을 수 있는, 상당한
  mechanical	기계의
  elastic	탄력 있는
  upright	똑바른, 정직한
  permanent	영구적인
  hideous	무서운
  uniform	같은 모양의, 일정한
  ardent	열렬한, 열심인
  liable	…하기 쉬운
  discreet	사려 깊은, 신중한
  informal	비공식의
  daring	대담(한)
  frugal	검소한, 알뜰한
  aggressive	침략(공격)적인, 적극적인
  invalid	허약한, 병자
  actual	현실의
  holy	신성한
  sensitive	민감한
  periodical	정기(간행)의
  human	인간의 인간다운
  numerous	매우 많은
  rapid	빠른
  inborn	타고난, 선천적인
  vain	헛된, 허영심이 강한
  obvious	명백한, 검소한
  idealistic	이상주의적인
  undaunted	굽히지 않는, 용감한
  indifferent	무관심한
  timely	때맞춘, 적시의
  prompt	신속한, 즉시의
  clumsy	어색한
  imperial	제국의, 황제의
  atomic	원자(력)의
  intent	열중한, 의지
  private	개인의
  positive	명백한, 적극적인
  lofty	매우 높은, 숭고한
  mental	정신의
  official	공식의 공무상의
  humble	격ㅁ손한, 하찮은
  harsh	거친, 가혹한
  loyal	충성스러운, 성실한
  pathetic	측은한
  liberal	너그러운, 일반 교육의
  perpendicular	수동적인
  technical 	기술적인, 전문의
  medieval 	중세의
  prime 	제일의, 주요한
  gloomy	어두운, 우울한
  partial	부분적인, 불공평한
  stout 	튼튼한, 뚱뚱한
  civil 	시민의, 국내의
  exquisite	정교한, 우아한
  local 	지방의
  principal	주요한, 장, 교장
  sinister	불길한
  previous 	이전의
  prone 	…하기 쉬운
  silly	어리석은
  reverse	반대의
  slender	가느다란, 호리호리한
  strenuous	활기 찬, 분투하는
  futile	쓸데없는, 무익한
  raw	날것의, 미숙한
  wicked	사악한
  sheer	완전한
  relative	상대적인, 관계가 있는
  hardy	튼튼한
  solid	고체의, 견실한
  rural	시골의
  sly	교활한
  sober	진지한, 냉정한
  stiff	굳은, 뻣뻣한
  tame	길든, 길들이다
  destitute	빈곤한
  tough	단단한, 질긴
  steady	한결같은, 확고한
  innumerable	무수한
  steadfast	확고한
  drastic	맹렬한, 철저한
  vertical	수직의
  selfish	이기적인
  vile	비열한
  alert	빈틈없는, 경계
  figurative	비유적인
  appropriate	적당한
  indebted	은혜를 입고 있는
  approximate	대략의
  flexible	구부리기 쉬운, 융통성 있는
  smart	재치 있는, 멋진
  gallant	용감한
  haughty	거만한
  astray	길을 잃어
  consistent	변함없는
  compulsory	강제적인, 의무적인
  ingenious	교묘한
  naughty	장난꾸러기인
  notable	주목할 만한, 유명한
  potent	강력한, 유력한
  dismal	음침한
  eccentric	(행동 따위가) 별난
  predominant	뛰어난, 우세한
  serene	고요한, 화창한
  sanitary	위생(상)의
  petty	작은
  simultaneous	동시의
  prominent	눈에 띄는, 저명한
  steep	험한
  prodigal	낭비하는, 방탕한
  prudent	사려 깊은
  sullen	뚱한, 시무룩한
  righteous	바른
  sterile	메마른, 불모의
  transient	덧없는, 일시적인
  rigid	단단한, 엄격한
  senior	손위의 연장자
  quaint	진기한
  sagacious	현명한, 영리한
  plausible	그럴듯한
  potential	잠재적인, 가능한
  unprecedented	전례가 없는
  robust	건장한, 튼튼한
  ample	충분한
  akin	동족의, 동류의
  cordial	진심의
  coarse	조잡한, 야비한
  vehement	열정적인, 맹력한
  venerable	존경할 만한
  compatible	양립할 수 있는
  weary	피로한
  complacent	자기 만족의
  whimsical	변덕스러운
  corrupt	썩은, 타락시키다
  wholesome	건전한
  credulous	(남의 말을) 잘 믿는
  abrupt	갑작스러운
  devoid	…이 없는
  alien	외국의 성질이 다른
  capricious	변덕스러운
  shabby	초라한
  dreary	쓸쓸한, 황량한
  outstanding	눈에 띄는
  erroneous	틀린, 잘못된
  pensive	깊은 생각에 잠겨 있는
  forlorn	고독한, 쓸쓸한
  gorgeous	화려한
  impudent	뻔뻔스러운
  pertinent	적절한
  frivolous	경박한
  genial	따뜻한, 친절한
  insolent	오만한
  indolent	게으른
  ruthless	무자비한
  incessant	끊임없는
  myriad	무수한
  legitimate	합법적인 정당한
  wistful	탐내는 듯한
